"Points:0","Points:1","Points:2"
51.607,31.125,137.86
49.117,32.206,138.59
0,-94.688,207.5
0,-94.458,211.48
0,-91.238,207.42
0,-91.037,211.27
0,-87.817,207.33
0,-87.634,211.06
0,-84.404,207.24
0,-84.233,210.84
4.1312,-69.525,147.84
4.0217,-67.447,147.87
3.8635,-64.432,148.03
3.5838,-59.57,148.64
0,-69.837,147.79
0,-67.798,147.2
0,-64.461,147.1
0,-59.871,148.62
21.765,-78.151,158.36
20.819,-75.231,160.56
19.964,-72.622,162.7
19.182,-70.271,164.81
0,121.52,125.44
0,117,126.03
0,111.96,127.11
0,104.8,129.13
27.525,73.27,101.4
28.946,70.342,102.1
28.227,70.889,104.15
26.87,73.673,103.33
26.298,71.242,98.974
27.567,68.33,99.876
25.405,68.619,102.27
24.136,71.343,101.37
28.559,65.798,149.49
27.366,68.288,149.35
27.136,69.15,145.51
28.332,66.727,145.71
23.785,63.653,149.06
22.694,66.025,149.02
22.554,66.818,145.19
23.686,64.512,145.34
32.851,58.231,116.41
33.801,55.913,116.74
33.558,56.614,119.28
32.59,58.901,118.93
28.474,56.242,115.96
29.398,53.958,116.39
29.051,54.65,119.06
28.114,56.902,118.65
30.507,63.892,120.56
31.51,61.55,121.08
31.497,61.722,123.89
30.469,64.097,123.42
25.99,61.762,120.3
26.984,59.487,120.86
26.913,59.633,123.72
25.888,61.933,123.22
9.6913,96.06,95.866
12.575,94.389,96.315
11.688,93.386,98.55
8.9841,94.993,98.132
9.0067,92.966,93.464
11.694,91.423,93.818
10.155,89.888,96.43
7.7594,91.243,96.095
16.405,87.079,111.79
18.295,84.981,112.29
18.179,85.009,115.48
16.299,87.055,115.02
12.945,83.369,111.16
14.615,81.496,111.67
14.436,81.472,115.04
12.783,83.294,114.55
5.8195,92.819,151.87
5.7807,93.038,147.66
8.4384,91.912,147.67
8.4891,91.638,151.99
4.3301,87.459,151.57
4.2886,87.738,147.33
6.3053,86.878,147.4
6.3828,86.637,151.81
27.112,71.064,118.83
28.304,68.665,119.42
28.2,68.848,122.4
26.991,71.219,121.86
22.711,68.648,118.48
23.856,66.353,119.1
23.71,66.512,122.16
22.556,68.786,121.6
24.582,75.897,117.66
25.875,73.479,118.24
25.757,73.611,121.32
24.424,75.97,120.78
20.27,73.186,117.26
21.519,70.933,117.87
21.359,71.043,121.04
20.109,73.26,120.49
29.64,63.228,149.61
29.52,61.828,153.26
28.564,64.531,153.24
24.82,61.204,149.06
24.8,59.992,152.7
23.861,62.553,152.82
26.942,71.261,124.97
25.7,73.633,124.48
22.472,68.803,124.75
21.266,71.04,124.25
23.023,81.841,99.013
24.719,79.092,99.647
23.84,79.148,101.79
22.192,81.829,101.16
21.929,79.764,96.614
23.589,77.035,97.241
21.357,76.702,99.718
19.784,79.269,99.027
37.37,46.996,122.38
37.15,47.527,119.99
38,45.17,119.26
38.237,44.41,121.87
32.89,45.03,122.13
32.752,45.555,119.71
33.878,43.046,118.78
34.04,42.293,121.46
8.6104,91.593,157.11
5.7858,92.446,157.11
6.4298,86.434,157.04
4.3345,87.195,156.83
21.664,79.042,140.74
20.227,81.332,140.49
20.083,81.737,136.65
21.559,79.484,136.96
17.444,76.052,140.5
16.088,78.082,140.25
15.986,78.47,136.43
17.36,76.465,136.73
30.639,61.763,146.07
29.506,64.27,145.9
29.348,65.017,142.3
30.478,62.542,142.52
25.852,59.714,145.51
24.783,62.144,145.44
24.728,62.837,141.93
25.827,60.453,142.08
24.272,75.823,127.26
25.63,73.526,127.71
25.587,73.323,131.01
24.235,75.603,130.6
19.941,73.105,127.03
21.204,70.931,127.49
21.173,70.737,130.79
19.912,72.9,130.38
38.388,44.242,112.48
39.103,42.094,114.94
38.319,44.038,115.89
37.627,46.063,113.75
36.367,41.698,110.65
36.799,39.266,113.3
34.957,41.687,114.92
34.441,43.834,112.61
14.327,88.738,121.3
16.264,86.843,121.68
16.303,86.659,125.12
14.382,88.551,124.77
11.026,84.702,121.02
12.694,83.05,121.4
12.716,82.876,124.89
11.066,84.519,124.53
29.33,66.469,129.02
30.502,64.075,129.42
30.492,63.874,132.56
29.319,66.286,132.2
24.743,64.18,128.82
25.852,61.863,129.23
25.845,61.667,132.32
24.727,63.999,131.97
39.796,39.278,120.78
40.017,38.487,123.96
39.192,41.07,124.37
39.025,41.81,121.41
37.637,36.492,119.72
37.684,35.613,123.05
35.595,38.668,123.77
35.523,39.411,120.73
31.904,60.522,115.8
31.628,61.171,118.39
27.56,58.495,115.27
27.179,59.13,118.04
26.895,71.179,128.15
22.423,68.711,127.94
28.126,68.83,128.59
28.113,68.654,131.81
23.6,66.46,128.39
23.579,66.282,131.59
34.661,53.834,117.33
35.45,51.874,117.97
35.413,52.113,120.27
34.499,54.355,119.78
30.237,51.9,117.05
31.016,49.955,117.73
30.872,50.197,120.11
29.971,52.42,119.61
14.616,89.094,108.19
12.56,91.051,107.8
12.825,91.068,104.7
14.917,89.049,105.12
11.516,85.238,107.28
9.7256,86.878,106.88
10.223,87.127,103.43
12.07,85.427,103.86
40.529,29.513,152.47
40.38,27.896,155.64
38.417,31.448,156.03
38.976,32.862,152.73
38.043,26.729,151.92
37.705,25.06,155.45
35.263,29.305,155.47
35.548,30.623,152.05
23.222,78.322,117.09
21.669,80.653,116.52
21.801,80.517,113.38
23.396,78.158,113.98
18.953,75.394,116.67
17.532,77.516,116.1
17.755,77.431,112.8
19.203,75.26,113.41
25.91,71.565,145.31
25.735,72.182,141.53
26.987,69.821,141.8
21.375,69.081,145.03
21.259,69.658,141.27
22.454,67.429,141.51
37.694,41.519,146.33
38.368,38.299,146.28
38.261,37.162,149.54
37.423,40.3,149.61
33.05,39.764,145.53
34.078,36.403,145.56
34.005,35.203,148.73
32.897,38.506,148.69
29.523,60.43,156.65
28.706,63.275,156.7
24.794,58.669,156.12
23.98,61.361,156.32
29.339,66.536,125.92
30.483,64.153,126.37
24.766,64.262,125.74
25.857,61.958,126.2
31.532,61.739,126.79
32.592,59.328,127.15
32.643,59.166,130.1
31.561,61.623,129.79
26.908,59.628,126.63
27.944,57.268,127.01
27.983,57.101,129.92
26.924,59.505,129.6
16.601,87.034,108.65
16.92,86.91,105.61
13.26,83.433,107.76
13.845,83.534,104.37
19.968,82.873,115.99
19.904,82.862,119.23
18.131,84.962,118.76
16.021,79.543,115.56
15.914,79.51,118.91
14.351,81.399,118.42
32.652,58.899,133.15
31.55,61.391,132.88
28.005,56.846,132.9
26.929,59.284,132.64
36.865,48.135,114.98
36.111,50.145,116.34
35.263,52.275,115.33
36.014,50.398,113.63
32.927,46.071,114.29
31.841,48.187,115.94
31.002,50.308,114.84
32.146,48.37,112.82
5.5122,95.791,107.47
5.6348,95.94,104.11
8.2127,94.603,104.17
8.0363,94.494,107.4
4.012,90.455,106.54
4.2242,90.747,102.9
6.2908,89.836,102.93
5.9725,89.542,106.47
12.314,90.857,114.26
10.204,92.634,114.05
10.276,92.798,110.75
12.398,90.975,111
9.3517,86.56,113.76
7.5789,87.958,113.52
7.6737,88.139,110.05
9.4727,86.712,110.32
38.071,44.861,133.49
38.663,41.763,133.52
38.586,41.011,136.65
38.035,44.179,136.61
33.303,43.029,133.15
34.304,39.832,133.09
34.258,39.134,136.17
33.299,42.407,136.18
28.149,68.898,125.45
23.637,66.542,125.25
32.527,59.366,124.31
33.566,56.969,124.62
33.667,56.859,127.43
27.918,57.324,124.17
28.925,54.965,124.51
28.986,54.841,127.3
22.074,76.364,156.9
20.468,78.823,156.93
20.438,79.509,152.82
21.977,77.105,152.91
17.924,73.565,156.52
16.419,75.8,156.52
16.373,76.452,152.46
17.798,74.272,152.58
2.8061,96.676,107.72
2.8672,96.836,104.21
2.0077,91.029,106.8
2.1134,91.315,103.01
37.332,45.798,143.07
37.951,42.558,143.05
37.019,44.714,146.39
32.319,44.019,142.37
33.183,40.811,142.38
32.161,42.972,145.5
18.128,84.667,125.51
18.176,84.437,129.01
16.377,86.441,128.66
14.309,81.118,125.28
14.348,80.915,128.8
12.771,82.675,128.45
6.5826,97.285,95.461
6.1071,96.251,97.785
6.1212,94.106,93.113
5.236,92.248,95.804
13.148,88.733,147.92
10.896,90.459,147.77
10.779,90.769,143.54
13.011,89.077,143.66
10.013,84.372,147.71
8.2127,85.749,147.55
8.1115,86.064,143.27
9.9031,84.706,143.42
18.812,81.253,156.97
18.793,81.851,152.71
14.908,77.983,156.56
14.89,78.55,152.37
26.836,72.278,109.47
25.527,74.884,108.73
26.129,74.291,105.94
27.46,71.605,106.73
22.881,69.83,108.41
21.609,72.29,107.63
22.605,71.799,104.44
23.88,69.221,105.28
23.716,73.944,156.86
23.458,74.687,153
19.408,71.297,156.59
19.197,72.056,152.72
37.61,46.176,116.78
33.604,44.086,116.21
5.7353,93.348,143.64
2.9575,93.748,147.74
2.9465,94.097,143.9
4.2288,88.038,143.3
2.1855,88.275,147.35
2.1582,88.578,143.52
5.8311,96.057,100.83
8.5226,94.731,101.04
4.6095,91.254,99.246
6.8574,90.328,99.413
21.952,77.89,148.77
20.498,80.267,148.63
20.379,80.852,144.48
21.783,78.505,144.69
17.688,74.965,148.47
16.311,77.081,148.31
16.2,77.623,144.21
17.556,75.558,144.42
40.358,30.634,149.27
39.063,34.01,149.49
38.003,27.978,148.59
35.538,31.791,148.78
22.877,77.886,130.19
24.238,75.308,134.03
22.892,77.587,133.67
18.62,75.017,129.97
19.913,72.623,133.81
18.626,74.739,133.45
24.778,75.689,114.6
20.535,73.002,114.04
32.504,59.249,121.57
33.503,56.924,121.9
27.953,57.229,121.38
28.921,54.94,121.77
14.313,88.888,117.91
16.262,86.973,118.31
11.03,84.86,117.55
12.715,83.188,117.97
34.726,54.087,109.99
33.987,55.656,111.94
33.024,58.298,111.1
33.776,56.92,109.02
31.561,52.035,108.49
30.117,53.639,110.88
29.152,56.267,109.95
30.532,54.873,107.45
35.103,52.855,112.54
34.361,54.533,114.5
33.339,57.103,114.08
31.221,50.83,111.59
30.144,52.569,113.91
29.116,55.102,113.37
30.287,67.387,102.77
29.521,68.155,105.06
28.806,65.441,100.79
26.587,65.932,103.21
34.637,54.425,124.89
34.784,54.226,127.61
29.966,52.462,124.79
30.065,52.253,127.49
38.008,43.426,139.78
38.553,40.212,139.82
38.508,39.313,143.04
33.258,41.682,139.26
34.207,38.354,139.27
34.151,37.444,142.4
31.515,61.052,136.06
30.459,63.558,135.78
26.919,58.973,135.75
25.827,61.378,135.49
32.378,59.546,113.37
28.198,57.521,112.57
12.373,90.344,124.49
12.312,90.538,121
9.3704,86.028,124.24
9.3185,86.221,120.7
39.25,37.896,136.74
39.186,37.033,139.9
35.587,35.695,136.16
35.546,34.864,139.29
34.91,53.943,130.46
36.021,51.218,130.53
36.174,50.81,133.5
35.01,53.59,133.44
30.165,51.969,130.28
31.226,49.294,130.35
31.326,48.892,133.23
30.242,51.62,133.18
38.397,43.768,124.62
34.142,41.679,124.24
26.198,70.801,149.22
21.546,68.347,148.94
36.232,47.853,146.45
36.557,43.379,149.7
35.754,46.439,149.83
31.221,46.034,145.49
31.93,41.66,148.65
30.947,44.69,148.64
14.469,88.345,128.32
16.488,86.181,132.29
14.618,88.128,131.99
11.135,84.321,128.11
12.863,82.433,132.09
11.239,84.086,131.79
36.273,50.315,136.58
35.059,53.146,136.53
31.384,48.417,136.21
30.286,51.198,136.17
37.952,45.459,130.47
38.594,42.452,130.44
33.23,43.581,130.2
34.277,40.472,130.06
33.82,55.933,136.5
35.128,52.602,139.72
33.859,55.428,139.73
29.127,53.938,136.16
30.304,50.672,139.22
29.136,53.455,139.25
11.219,90.224,157.09
10.995,90.205,152.15
8.4197,85.347,157.21
8.3282,85.529,152.05
15.209,86.804,148.09
15.071,87.202,143.85
11.702,82.768,147.86
11.607,83.153,143.6
27.466,67.146,153.2
22.858,65.031,152.9
20.097,82.792,112.81
20.321,82.615,109.72
22.023,80.269,110.32
16.223,79.513,112.22
16.58,79.429,108.88
18.134,77.272,109.5
7.8839,94.148,114.04
7.9342,94.336,110.7
5.748,89.126,113.49
5.8168,89.329,109.98
29.302,65.992,135.46
30.436,63.124,139.09
29.3,65.579,138.83
24.711,63.724,135.19
25.814,60.985,138.74
24.703,63.346,138.51
18.84,84.667,106.14
17.561,86.85,102.7
19.463,84.481,103.25
15.552,81.486,104.93
14.827,83.708,101
16.55,81.532,101.59
30.652,63.507,117.8
29.644,65.916,117.18
29.933,65.346,114.45
30.932,62.893,115.15
26.212,61.403,117.4
25.199,63.714,116.74
25.62,63.174,113.8
26.614,60.811,114.55
28.104,68.369,135.12
23.566,66.013,134.87
35.669,51.856,125.1
35.847,51.566,127.73
30.979,49.929,125
31.103,49.64,127.61
5.6153,93.948,135.89
5.5718,94.268,132.14
8.1447,93.163,131.79
8.1911,92.833,135.58
4.0992,88.632,135.54
4.036,88.906,131.8
5.9632,88.07,131.48
6.0473,87.797,135.27
36.833,48.492,112.17
33.693,46.328,110.85
36.86,48.186,117.71
32.575,46.234,117.37
37.075,48.406,130.55
37.275,47.922,133.51
32.242,46.519,130.34
32.345,46.05,133.22
19.979,82.086,132.95
21.508,79.869,133.31
15.904,78.791,132.75
17.297,76.804,133.09
34.519,54.503,122.29
35.506,52.062,122.63
29.911,52.554,122.18
30.885,50.14,122.51
29.296,67.141,111.05
28.081,69.694,110.25
28.722,68.943,107.56
29.975,66.319,108.47
25.224,64.895,110.06
24.082,67.359,109.22
25.085,66.646,106.16
26.232,64.09,107.11
22.938,77.206,137.27
18.671,74.391,137.04
24.534,73.886,145.1
23.158,76.189,144.89
23.02,76.746,141
24.376,74.469,141.27
20.136,71.286,144.84
18.861,73.442,144.63
18.745,73.965,140.76
20.015,71.834,141.02
2.7787,96.19,114.77
2.7909,96.478,111.25
5.4454,95.581,110.87
5.3949,95.309,114.29
1.9538,90.547,114.18
1.9677,90.796,110.51
3.9154,90.228,110.14
3.8722,89.999,113.72
22.393,79.917,107.34
20.674,82.332,106.72
21.247,82.003,103.83
22.973,79.496,104.48
18.753,77.049,106.2
17.19,79.312,105.54
18.191,79.217,102.22
19.758,76.821,102.92
37.774,46.003,127.6
38.513,43.118,127.47
33.126,44.085,127.37
34.218,41.078,127.11
11.054,93.108,101.36
9.0193,89.068,99.677
24.283,74.934,137.58
19.946,72.271,137.35
29.467,66.284,120
24.952,64.056,119.71
24.667,76.96,105.18
25.435,76.458,102.54
21.241,74.348,103.65
22.802,74.061,100.53
0,95.799,126.15
0,96.069,122.56
2.7796,95.616,121.88
2.7764,95.332,125.44
0,90.049,125.75
0,90.261,122.12
1.9753,90.083,121.45
1.9943,89.886,125.07
37.34,47.334,136.6
32.389,45.505,136.21
10.207,92.248,120.84
10.185,92.448,117.41
12.291,90.708,117.59
7.573,87.58,120.52
7.5525,87.771,117
9.3102,86.397,117.21
28.811,67.822,113.74
27.618,70.31,113.02
24.553,65.558,113.05
23.416,67.945,112.29
32.697,61.589,104.95
33.667,58.639,105.98
32.83,59.734,108.01
31.885,62.546,107.04
30.859,59.564,103.02
31.692,56.625,104.06
29.631,57.682,106.38
28.743,60.429,105.3
18.857,82.539,148.46
14.851,79.102,148.15
10.352,91.85,127.97
8.089,93.44,128.08
8.028,93.66,124.46
10.283,92.058,124.36
7.7064,87.181,127.71
5.8838,88.315,127.78
5.8181,88.525,124.14
7.6315,87.377,124.08
7.9342,93.808,120.91
5.7604,88.73,120.56
15.55,89.106,102.18
13.374,91.18,101.71
14.174,91.442,98.908
16.554,89.395,99.46
13.013,85.716,100.44
11.073,87.505,99.996
12.395,88.181,96.705
14.499,86.279,97.173
15.223,92.381,96.71
14.171,89.538,94.061
32.631,58.533,136.3
32.631,58.061,139.53
31.495,60.602,139.33
28.007,56.504,135.97
28.001,56.063,139.1
26.905,58.559,138.94
19.865,82.765,122.55
21.51,80.582,123.02
21.451,80.398,126.36
19.847,82.58,125.93
15.853,79.414,122.28
17.32,77.439,122.75
17.276,77.287,126.13
15.833,79.255,125.69
14.342,89.004,114.6
14.437,89.077,111.35
11.085,84.997,114.12
11.227,85.115,110.7
34.556,55.677,107.15
35.455,52.677,108.19
32.525,53.629,105.19
33.464,50.525,106.1
37.576,46.511,124.91
33.01,44.563,124.67
25.072,75.351,111.62
23.66,77.872,110.96
24.094,77.478,108.02
20.96,72.706,110.83
19.609,75.033,110.15
20.245,74.712,106.89
32.716,57.443,142.87
31.548,60.003,142.7
28.001,55.469,142.29
26.908,57.999,142.2
40.297,32.83,142.95
40.314,31.755,146.11
39.104,35.088,146.28
39.158,36.093,143.09
37.874,30.212,142.23
37.949,29.145,145.39
35.498,32.893,145.58
35.514,33.921,142.43
23.075,78.35,120.26
21.566,80.66,119.74
18.801,75.429,119.95
17.402,77.518,119.42
0,97.353,100.75
0,97.763,97.4
3.101,97.174,97.55
2.975,96.98,100.75
0,92.012,99.177
0,93.294,95.42
2.6285,92.905,95.571
2.3105,91.832,99.184
5.3883,94.832,121.26
5.3766,95.057,117.75
7.8817,93.962,117.45
3.8867,89.569,120.88
3.8654,89.775,117.29
5.7338,88.926,117.01
37.398,46.65,139.79
36.356,49.707,139.77
32.381,44.844,139.26
31.4,47.827,139.25
26.882,70.722,134.76
28.114,67.97,138.53
26.91,70.335,138.22
22.389,68.258,134.52
23.568,65.647,138.24
22.403,67.899,137.96
2.7695,95.871,118.31
1.9582,90.304,117.82
18.279,84.175,132.61
14.42,80.665,132.41
26.88,71.002,131.41
22.396,68.528,131.19
2.9154,94.392,140.12
2.878,94.674,136.4
5.6793,93.655,139.72
2.1233,88.865,139.75
2.0841,89.146,136.02
4.166,88.336,139.37
18.735,83.064,144.27
16.975,85.188,144.06
16.839,85.592,139.98
18.593,83.507,140.23
14.754,79.59,144.01
13.224,81.439,143.8
13.112,81.819,139.75
14.64,80.006,140
26.131,76.21,100.59
24.967,74.162,98.119
26.385,72.826,112.31
22.221,70.335,111.55
18.114,84.85,122.1
14.309,81.284,121.83
28.175,67.433,142.06
23.606,65.159,141.73
23.364,75.529,148.92
19.017,72.803,148.64
21.435,80.144,129.78
19.885,82.35,129.39
17.275,77.076,129.57
15.855,79.05,129.18
36.009,51.178,110.85
32.606,48.95,109.36
24.36,75.964,123.99
20.007,73.23,123.74
12.461,90.147,128.07
9.4484,85.836,127.85
22.912,78.128,126.81
18.638,75.228,126.58
28.501,68.332,116.53
27.308,70.764,115.88
24.119,66.041,116.06
22.982,68.372,115.38
33.689,52.407,150.02
32.664,55.273,149.87
32.849,56.581,146.34
33.989,53.807,146.54
28.811,50.603,148.83
27.787,53.439,148.82
27.965,54.63,145.54
29.047,51.886,145.62
20.404,84.43,100.53
18.133,81.761,98.357
36.783,37.674,156.3
35.565,40.512,156.32
35.979,41.849,152.94
37.104,38.926,152.9
32.46,35.825,155.23
31.22,38.768,155.06
31.659,40.163,151.81
32.725,37.097,151.88
40.197,36.678,130.29
40.277,35.773,133.46
39.322,38.731,133.59
39.303,39.521,130.46
37.791,33.904,129.55
37.824,33.041,132.75
35.658,36.485,133.04
35.659,37.223,129.93
5.5131,94.519,128.45
3.9757,89.152,128.11
30.644,60.615,149.71
30.296,59.065,153.25
25.808,58.687,149.01
25.681,57.361,152.51
3.3299,98.099,95.158
3.1024,94.871,92.811
19.414,87.309,97.699
21.298,84.635,98.37
18.468,86.884,99.941
18.459,85.043,95.239
20.27,82.481,95.88
16.382,84.109,97.768
0,98.496,94.849
0,95.183,92.466
32.052,60.946,110.23
28.216,58.883,109
36.31,49.809,120.75
36.467,49.538,122.88
31.788,47.888,120.57
31.87,47.62,122.73
30.906,54.681,156.56
30.229,57.558,156.6
31.212,56.33,153.25
26.27,53.102,155.48
25.548,55.91,155.85
26.565,54.669,152.27
26.421,69.804,153.16
21.775,67.452,152.93
17.101,84.725,148.28
17.088,84.147,152.58
15.222,86.311,152.44
13.316,81.006,148
13.357,80.542,152.3
11.789,82.414,152.26
17.075,83.613,157
13.399,80.086,156.68
36.95,49.834,109.44
34.335,47.232,107.09
26.078,73.224,115.24
21.79,70.7,114.7
36.654,49.209,125.21
31.985,47.299,125.07
33.796,56.33,133.38
29.102,54.318,133.12
31.605,57.961,149.78
31.737,59.205,146.21
26.796,56.108,148.91
26.907,57.215,145.53
31.403,62.03,112.62
30.397,64.569,111.84
31.054,63.613,109.34
27.256,59.958,111.74
26.278,62.419,110.89
27.265,61.482,108.03
10.568,91.39,135.49
10.475,91.662,131.67
7.9071,86.683,135.22
7.8028,86.947,131.41
22.983,78.287,123.5
18.702,75.37,123.24
2.9324,93.314,151.77
2.1987,87.97,151.39
14.953,87.58,139.74
14.778,87.874,135.79
16.656,85.911,136.06
11.5,83.505,139.51
11.363,83.814,135.58
12.978,82.149,135.85
0,93.753,151.77
0,94.167,147.87
0,88.161,151.32
0,88.474,147.44
0,96.331,118.92
0,96.484,115.3
0,90.474,118.42
0,90.72,114.71
5.445,94.68,124.82
3.9283,89.368,124.48
38.793,42.75,118.56
35.345,40.354,117.75
0,94.554,144.2
0,88.768,143.79
10.697,91.116,139.45
12.913,89.438,139.55
8.0176,86.382,139.17
9.8019,85.037,139.3
36.194,49.991,118.75
31.761,48.076,118.52
36.41,48.927,143.07
31.365,47.06,142.35
10.628,92.982,104.38
8.2969,88.618,103.12
8.2845,92.548,139.49
8.3573,92.22,143.52
6.1371,87.496,139.18
6.2193,87.186,143.22
26.75,68.832,156.79
25.372,71.5,156.83
24.971,72.282,153.09
22.061,66.513,156.69
20.819,68.966,156.7
20.544,69.796,152.86
36.865,48.832,127.77
32.115,46.932,127.61
12.756,89.716,135.58
9.6751,85.34,135.35
32.14,53.545,153.26
27.47,51.9,152.03
18.506,84.872,109.17
14.952,81.489,108.3
2.8195,95.219,129.05
2.0164,89.653,128.69
2.9086,92.974,157.11
2.1827,87.639,156.66
25.587,73.036,134.4
25.633,72.662,137.9
21.17,70.463,134.17
21.195,70.109,137.65
0,93.255,157.1
0,87.758,156.55
33.751,56.64,130.35
29.053,54.618,130.17
10.413,92.925,107.53
7.8813,88.333,106.59
29.374,66.48,122.92
24.823,64.228,122.7
40.13,37.592,127.12
39.267,40.299,127.39
37.746,34.75,126.32
35.639,37.941,126.84
24.747,73.159,149.07
20.314,70.606,148.81
17.555,90.06,97.267
16.457,87.446,94.607
38.128,35.919,152.85
33.993,33.936,151.98
34.77,49.452,149.91
35.191,50.892,146.47
29.895,47.667,148.67
30.171,49,145.5
35.222,51.895,143.04
30.288,49.974,142.33
2.845,94.952,132.71
2.0483,89.418,132.35
33.045,50.629,153.31
28.432,48.997,151.91
34.293,43.229,156.37
33.158,45.982,156.41
33.975,47.671,153.16
34.957,44.751,153.05
30.09,41.627,154.88
28.977,44.465,154.75
29.503,46.051,151.75
30.585,43.116,151.74
0,95.037,136.95
0,95.285,133.34
0,89.313,136.56
0,89.571,132.96
37.7,46.933,110.85
35.521,44.45,108.72
30.81,65.435,106.11
27.722,63.251,104.32
31.489,64.497,103.86
29.839,62.574,102.09
12.626,89.975,131.76
9.5547,85.604,131.54
0,96.898,108.04
0,97.133,104.38
0,91.198,107.12
0,91.48,103.19
37.671,34.636,156.24
33.786,32.725,155.38
33.941,54.758,143.07
29.126,52.805,142.41
15.417,86.017,157.04
13.543,88.323,157.07
13.291,88.448,152.31
11.887,82.072,156.92
10.257,83.868,157.17
10.137,84.115,152.21
27.798,66.061,156.74
23.093,63.972,156.54
0,96.682,111.68
0,90.965,110.95
18.408,83.855,136.35
14.52,80.363,136.14
0,95.504,129.73
0,89.825,129.35
31.59,51.791,156.51
27.036,50.257,155.08
39.55,40.412,117.73
37.399,37.634,116.41
32.261,48.857,156.46
27.936,47.359,154.8
40.294,33.868,139.8
37.833,31.22,139.09
0,94.825,140.57
0,89.041,140.17
40.275,34.817,136.63
37.804,32.128,135.92
26.476,75.624,95.272
25.151,78.741,94.37
27.646,78.575,99.629
25.971,81.598,98.606
32.133,63.094,98.617
31.151,66.27,97.276
33.182,66.369,103.28
31.628,69.424,102.33
0,104.71,86.204
3.7979,104.04,86.426
0,105.4,88.862
3.7487,104.7,89.168
35.024,53.278,101.4
35.83,49.937,102.51
40.413,50.848,99.796
39.161,54.402,98.8
36.594,56.599,106.22
37.569,53.337,107.18
41.262,53.513,103.48
40.134,56.916,102.38
15.043,92.018,91.263
17.465,89.708,91.899
19.112,92.608,89.589
16.405,94.918,89.021
15.84,95.254,94.891
18.298,92.813,95.791
19.362,94.625,93.091
16.669,97.008,92.442
45.853,49.323,100.9
47.157,45.844,102.82
45.157,50.876,103.65
46.446,47.587,105.41
41.381,26.58,137.62
41.715,25.434,140.93
47.207,23.968,140.14
46.719,25.16,136.67
44.563,31.138,138.86
44.902,29.977,142.2
48.543,27.888,141.24
48.05,29.071,137.79
12.404,94.088,90.939
13.473,96.946,88.757
13.11,97.481,94.411
13.726,99.078,91.992
38.28,39.872,107.42
37.515,43.196,105.73
40.563,44.161,111.42
39.64,46.792,109.55
39.434,34.537,113.56
38.507,36.6,110.08
42.407,39.494,115.94
41.5,41.494,113.32
47.783,22.752,143.65
48.443,21.45,147.24
54.202,22.104,147.11
53.342,23.312,143.43
49.103,26.686,144.71
49.739,25.461,148.21
53.672,24.902,147.81
52.86,26.097,144.25
39.877,33.076,117.09
45.208,32.569,115.14
44.86,34.281,111.33
42.751,37.91,118.96
46.378,36.632,117.04
45.972,38.448,113.74
51.155,28.184,129.01
51.538,26.942,132.64
50.661,30.896,130.04
51.075,29.676,133.61
43.152,56.915,98.861
44.663,53.303,99.874
42.694,58.066,101.4
44.074,54.616,102.5
48.295,42.209,104.73
49.251,38.596,107.15
47.521,44.23,107.23
48.416,41.022,109.59
20.815,96.246,88.659
23.5,93.612,89.414
20.45,96.646,91.506
23.088,94.012,92.2
41.651,60.411,97.788
41.298,61.48,100.31
45.71,28.607,126.13
46.005,27.46,129.67
50.842,29.389,125.34
46.908,32.519,127.38
47.26,31.367,130.85
50.297,32.103,126.47
19.632,87.175,92.526
21.566,90.034,90.194
20.476,90.093,96.37
21.81,91.991,93.71
44.039,36.424,107.59
49.88,36.067,110.61
44.99,40.467,110.71
49.129,38.673,112.66
25.947,90.767,90.233
28.169,87.723,91.018
25.512,91.189,92.941
27.735,88.193,93.671
3.5309,100.63,87.926
6.9876,99.783,88.219
7.5281,103.19,86.731
3.5834,102.83,91.01
7.1103,101.97,91.31
7.4289,103.79,89.503
41.261,46.89,100.97
42.025,49.866,104.84
50.57,30.674,121.64
49.97,33.389,122.91
40.031,31.922,120.63
43.022,36.875,122.23
40.258,30.821,124.12
43.291,35.678,125.54
42.08,24.222,144.28
45.262,28.788,145.55
21.609,84.488,93.129
22.498,87.31,96.918
29.346,77.986,92.815
30.935,74.677,93.469
33.781,77.739,93.176
32.018,81.146,92.453
29.839,80.09,96.467
31.517,76.876,97.168
33.422,78.475,95.823
31.635,81.787,95.094
27.717,81.247,92.155
30.18,84.496,91.745
28.119,83.243,95.646
29.772,85.042,94.363
42.475,43.581,103.01
43.205,46.639,106.53
29.472,69.405,96.687
30.404,72.487,101.4
49.205,20.203,151.04
49.984,18.617,155.21
55.216,20.934,150.98
50.472,24.255,151.82
51.303,22.724,155.72
55.613,22.25,155.44
54.581,23.737,151.47
45.272,31.093,118.89
46.352,35.07,120.48
6.474,96.886,90.21
3.2714,97.628,89.935
6.8371,100.61,93.743
3.4386,101.37,93.655
33.342,59.902,99.416
34.471,63.177,104.25
36.364,46.316,103.94
38.456,49.952,108.18
43.374,40.024,104.98
44.18,43.365,108.23
42.986,21.71,151.32
42.5,22.977,147.72
46.169,26.399,152.43
45.67,27.597,148.95
52.601,24.546,139.84
52.149,27.3,140.71
23.801,87.273,90.86
24.067,89.208,94.368
41.056,27.616,134.27
40.804,28.72,130.92
44.252,32.264,135.52
43.936,33.399,132.18
25.828,84.33,91.531
26.16,86.289,95.041
